Country,Location,Activity,Fatal Y/N,Species
SOUTH AFRICA,Karridene,Surf skiing,N,White shark
AUSTRALIA,"Seal Rocks, north of Newcastle",Standing,N,Unknown
USA,"Ponte Vedra Beach, St. Johns County",Surfing,N,1.2 m to 1.5 m [4' to 5'] shark
AUSTRALIA,"Lighthouse Beach, Seal Rocks",Surfing,N,"1.5 m [5'] shark, either a bronze whaler or a grey nurse shark"
USA,"Tunnels surf break off Makua Beach, Kaua'i",Surfing,N,"Tiger shark, 14'"
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unknown
USA,Honolua Bay,Snorkeling,N,Shark involvement not confirmed
USA,Near Patrick Air Force Base Brevard County,Surfing,N,1.2 m [4'] shark
USA,Palm Beach?,Swimming to shore from boat or kayak,Y,Shark involvement prior to death was not confirmed
USA,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,N,Unknown
USA,"Stuart Park Beach, Martin County",Surfing,N,Unknown
USA,"South Jetty, New Smyrna Beach, Volusia County",Surfing,N,Unknown
USA,"Crawford Road beach approach at New Smyrna Beach, Volusia County",Sitting on surfboard,N,Unknown
USA,"Cove Beach / Kalama Beach, Kihei, Maui",Wading near a fishing net,N,"1.2 m [4'] ""grey-colored shark"""
FIJI,Welagi coastal reef off Drekeniwai,Wading to shore from his boat,Y,Unknown
USA,"North Hutchinson Island, St. Lucie Couny",Surfing,N,Unknown
USA,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,N,Unknown
USA,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,3' shark
SOUTH AFRICA,Melkbosstrand,Fishing ,N,2 m cow shark
USA,"Bathtub Reef Beach, Martin County",Swimming,N,Shark involvement doubtful
USA,"Daytona Beach, Volusia County ",Body boarding,N,6' shark
USA,"Isle of Palms, Charleston County","Standing, stepped on shark",N,7' shark
SOUTH AFRICA,Near the wreck of the Kakapo off Noordhoek Beach,Body boarding,Y,White shark
USA,"Boca Grande, Lee County",Wade-fishing,N,Unknown
USA,1.5 miles off Surfside ,Fishing,N,1.2 m [4'] bull shark
USA,"Avila Beach, San Luis Obispo County","Swimming, wearing black wetsuit & swim fins",Y,4.5 m to 5.5 m [15' to 18'] white shark
USA,"Venice Beach, Los Angeles County",Swimming,N,Shark involvement not confirmed
SOUTH AFRICA,Jeffrey’s Bay,Sitting on surfboard,N,3.5 m [11.5'] white shark
AUSTRALIA,Nhulunbuy,Surf skiing,N,Unknown
USA,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,N,Unknown
USA,"Daytona Beach, Volusia County",Wading,N,Unknown
BAHAMAS,Bakers Bay,Spearfishing,N,Unidentified species
USA,"Near New Smyrna Jetty, Volusia County","Walking, carrying surfboard & stepped on shark",N,2' shark
USA,"Canova Beach, Brevard County",Surfing,N,1.5 m to 1.8 m [5' to 6'] shark
BAHAMAS,10 miles west of Walker’s Cay,Spearfishing,N,2.1 m  [7'] bull shark
USA,"Fort Lauderdale, Broward County",Spearfishing,N,8' great hammerhead shark
FRENCH POLYNESIA,Moorea,Spearfishing,N,Unknown
NEW ZEALAND,Beveridge Reef,Snorkeling,N,Grey reef shark
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unidentified species
USA,St Augustine Beach. St. Johns County,Surfing,N,106 cm [3.5']  shark
BRAZIL,"Piedade, Recife",,Y,Unknown
USA,"Cocoa Beach, Brevard County",Standing,N,“small brown shark”
USA,"Makua Beach, Oahu",Swimming with pod of dolphins,N,3.7 m to 4.3 m [12' to 14'] shark
USA,"Masonboro Island, New Hanover County",Surfing ,N,"""sand shark"""
USA,"Ponce Inlet, Volusia County",Surfing,N,Unknown
USA,"Pawleys Island, Georgetown County",Swimming,N,Shark involvement not confirmed
USA,"Coral Cove Park, Jupiter Inlet, Palm Beach County",Surfing,N,Unknown
USA,"Ponce de Leon Inlet, Volusia County ",Wading,N,3' to 5' shark
USA,Between Magic Sands Beach and Kahaluu Beach on the Kona coast,Swimming,N,1.8 m [6'] reef shark - or a 2.1 m to 2.4 m [7' to 8'] grey-colored shark
USA,"New Smyrna Beach, Volusia County",Surfing,N,4' to 5' shark
USA,"Daytona Beach Shores, Volusia County",Walking,N,Unknown
PHILIPPINES,Limay,,N,White shark
BRAZIL,"Copacabana Beach, Rio de Janiero",Killing  sharks,N,Unknown
BRAZIL,"Copacabana Beach, Rio de Janiero",Swimming ,N,Unknown
BRAZIL,"Pau Amarelo Beach, Paulista District (17 km from Recife)",Surfing,N,Bull shark
BRAZIL,"Copacabana Beach, Rio de Janiero",Swimming,N,Unknown
USA,"Melbourne Beach, Brevard County ",Surfing,N,Unidentified species
USA,"Shepard Park, Cocoa Beach, Brevard County ",Surfing,N,Unidentified species
USA,"Playalinda Beach, Brevard County",Surfing,N,Unidentified species
USA,"Sunglow Pier, Daytona Beach Shores, Volusia County",Surfing,N,0.9 m to 1.2 m [3' to 4'] shark
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unidentified species
USA,"New Smyrna Beach, Volusia County  ",Jumping,N,A “small” shark
USA,"North Beach, Patrick AFB, Brevard County",Surfing,N,Unidentified species
USA,"Cocoa Beach, Brevard County",Swimming (using a float),N,"15 cm to 20 cm [6"" to 8""] bite diameter just below left knee"
VENEZUELA,"El Yaqu, Isla de Margarita",Surfing,N,"Mako shark, 3 m [10']"
USA,"Melbourne Beach, Brevard County",Surfing,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,4' to 5' shark
USA,"Petting Tank, Florida Aquarium, Tampa, Hillsborough County",Petting captive sharks,N,60 cm [2'] captive shark
NEW ZEALAND,East side of Bench Island in the Foveaux Strait,Scuba diving,N,2.5 m [8.25'] white shark
AUSTRALIA,"Goolwa Beach, Fleurieu Peninsula",Wading,N,"""a small shark"""
USA,"Jupiter, Palm Beach County",Swimming,N,Species unidentified
AUSTRALIA,"Coogee Bay, near Sydney",Swimming,N,Thought to involve a 2 m [6.75'] grey nurse shark
AUSTRALIA,Burleigh Lake on the Gold Coast,Swimming,Y,Thought to involve a >2 m [6.75'] bull shark
SOUTH AFRICA,"Near the lagoon at Table View, Cape Peninsula",Unknown,N,Shark involvement prior to death was not confirmed
COSTA RICA,Playa Tamarindo ,Surfing,N,"Bull shark, 7'"
AUSTRALIA,Left break at the ‘Hot Spot’ at Sheringa Beach,Surfing,N,"Bronze whaler shark, 2.5 m [8.25']"
AUSTRALIA,Great Barrier Reef  (near Upolu Bay),Snorkeling,N,Reported to involve a hammerhead shark
SOUTH AFRICA,Scarborough,Snorkeling,N,"White shark, 4 m white shark"
AUSTRALIA,Depth of 40 m on the wreck of the St. Paul off Brisbane,Scuba diving,N,"Wobbegong shark, 1m"
AUSTRALIA,Golden Beach,Swimming,N,"Shark involvement not confirmed, injury may be due to a stingray"
AUSTRALIA,Miami Lake,Swimming,Y,Bull shark
BRAZIL,"Boa Viagem Beach, Recife",Surfing,Y,Unknown
MICRONESIA,"Pision Reef, Truk",Scuba diving,N,Blacktip shark
USA,"Salmon Creek, Sonoma County",Body boarding,N,3 m to 4.5 m [10' to 15'] white shark
USA,Ka'anapali,Swimming,N,2.4 m to 3 m [8' to 10'] grey colored shark
TURKS & CAICOS,French Cay,Snorkeling,N,1.8 m to 2.1 m [6' to 7']  Caribbean Reef Shark
USA,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,N,6' shark
USA,"New Smyrna Beach, Volusia County",Boogie boarding,N,3' to 4' shark
FRENCH POLYNESIA,Tetiaroa,"Fishing, standing in 2' of water",N,Unknown
USA,"Kama'ole Beach Park I, Kihei, Maui",Swimming,N,A “small” shark
BRAZIL,"Piedade Beach, Jaboatão dos Guararapes City, Recife",Swimming,Y,Possibly a bull shark or tiger shark
USA,"Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County",Surfing,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,Blacktip or spinner shark
USA,"New Smyrna Beach, Volusia County",Surfing,N,3.5' to 4.5' shark
USA,"New Smyrna Beach, Volusia County",Surfing,N,3.5' to 4' shark
USA,"Ormond Beach, Volusia County",Surfing,N,4' to 5' shark
USA,"Sebastian Inlet, Brevard County",Surfing,N,Unknown
USA,"Kahala, O'ahu",Fishing from Surfboard,N,1.2 m [4'] blacktip shark
USA,"Key Largo, Monroe County",Fishing,N,1.8 m [6'] blacktip shark
TONGA,Swimming with humpback whales,Swimming,N,"Tiger shark, 1.5 m [5']k"
USA,Cape Kiwanda,Boogie boarding or Surfing,N,2.4 m [8'] shark
USA,"Moonstone Beach, Humboldt County",Surfing,N,3 m to 3.7 m [10' to 12'] shark
BRAZIL,"Piedade Beach, Jaboatão dos Guararapes City",Swimming,N,Bull or tiger shark
USA,"Hideaways Beach, Princeville, Kaua'i",Body boarding,N,Unknown
SOUTH AFRICA,"Glencairn, False Bay",Surf skiing,N,White shark
USA,"Ponce Inlet, New Smyrna Beach, Volusia County",Boogie boarding,N,4' to 6' shark
USA,"Daytona Beach Shores, Volusia County","Wading, when he stepped on the shark",N,1' to 2' hammerhead or bonnethed shark
USA,"Kewalo Basin Channel, O'ahu",Surfing,N,"Tiger shark, 2.4 m to 3 m [8' to 10']"
USA,"Gulf of Mexico, 65 miles offshore from Mobile",Swimming,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,0.9 m  to 1.2 m [3' to 4'] shark
USA,"Vero Beach, Indian River County",Surfing,N,"Nurse shark, 1.5 m [5']"
USA,"Ponce De Leon Inlet, Volusia County",Standing,N,Unknown
UNITED KINGDOM,"Blue Planet Aquarium, Ellesmere Port",Diving,N,"Sandtiger shark, 3 m [10']"
USA,"Topsail Beach, Pender County",Standing,N,1.2 m to 1.5 m [4' to 5'] shark
USA,"Myrtle Beach, Horry County",Surfing,N,1.2 m [4'] blacktip or sandbar shark
USA,"Emerald Isle, Carteret County",Swimming,N,"Bull shark, 1.8 m to 2.1 m [6' to 7']"
USA,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,N,Unknown
USA,"100 miles off Ocean City, Maryland, in 7000' of water",Shark Fishing,Y,"Mako shark, 400-lb"
BRAZIL,"Piedade Beach, Recife",Surfing,N,Bull or tiger shark
USA,"Wrightsville Beach, New Hanover County",Standing,N,"1.2 m to 1.5 m [4' to 5'] shark, possibly a bull shark"
AUSTRALIA,Sunshine Beach,Surfing,N,Unknown
USA,"New Smyrna Beach, Volusia County",Swimming,N,Unknown
INDONESIA,"Shark caught in Indonesia, offloaded to trawler that docked at Samut Prakan, 20 miles south of Bangkok, Thailand",,N,Shark involvement prior to death was not confirmed
PAPUA NEW GUINEA,"Brooker Island , Calvados Chain",,N,Unknown
PAPUA NEW GUINEA,"Gawa Reefs, Sudest Island",Attempting to retreive a dinghy,Y,Unknown
USA,"Anini Beach, Kaua'i",Sitting on surfboard,N,"Tiger shark, 2.4 m to 2.7 m [8' to 9']"
USA,"St Augustine Beach, St Johns County",Surfing,N,0.9 m to 1.2 m [3' to 4'] shark; Tooth fragment recovered from hand
USA,"South of Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,N,
USA,"Jensen Beach, Martin County ",Swimming,N,Unknown
SOUTH AFRICA,Off Mkhambati ,Snorkeling (filming the sardine run),N,1.5 to 2.5 m [5' to 8.25'] copper shark
USA,"Stinson Beach, Marin County",Surfing,N,3.7 m to 4.3 m [12' to 14'] white shark
USA,"St. George Island (near Apachicola), Franklin County",Floating on a raft,N,1 m  shark
USA,"a pier at the end of Caxambas Drive, Marco Island ","Fishing, removing the shark from his line",N,3' blacktip shark
USA,"Atlantic Avenue, Palm Beach County",Playing in the surf with his 2 dogs,N,Unknown
COSTA RICA,Playa Grande,Surfing,N,"Bull shark, 1.8 m to 2.1 m [6' to 7']"
PAPUA NEW GUINEA,Tewatewa Island,Collecting beche-de-mer,N,Unknown
USA,"Ten Thousand Islands National Wildlife Refuge, Collier County",Fishing,N,2.1 m to 2.4 m [7' to 8'] shark
BRAZIL,"Pina, Recife",Surfing,N,Unknown
AUSTRALIA,Darwin,Fishing from prawn trawler,N,Unknown
AUSTRALIA,"Smoky Bay, near Ceduna, on the Eyre Peninsula",Scallop diving (using surface-supplied air & a POD) ,Y,"White shark, 6m [20']"
AUSTRALIA,26 nautical miles out to sea off Lake Macquarie,Fishing (Drowned 2-Apr-2002),N,Invalid
USA,"St. Augustine Beach, St. Johns County","Surfing, but standing in water alongside board",N,1.2 m [4'] shark
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unknown
AUSTRALIA,"Bar Beach, Newcastle",Swimming,N,Unknown
BAHAMAS,Walkers Cay,Standing,N,"Bull shark, 400-lb"
USA,"New Smyrna Beach, Volusia County",Wading,N,3'  shark
USA,"Lauderdale-By-The-Sea, Broward County",Swimming / Wading,N,0.9 m [3'] shark
USA,"Brenecke Beach, Po'ipu, Kaua'i",Body-boarding,N,Tiger shark
USA,"Cocoa Beach, Brevard County",Wading,N,
BRAZIL,"Boa Viagem Beach, Recife",Swimming,Y,Unknown
USA,"Daytona Beach Shores, Volusia County",Swimming /  boogie boarding,N,4' shark
USA,"Deerfield Beach (near Boca Raton), Broward County",Snorkeling,N,"Nurse shark, 1m"
USA,"New Smyrna Beach, Volusia County",Surfing,N,"Spinner shark, 3' to 4'"
NEW CALEDONIA,Lifou,Spearfishing,N,Shark involvement prior to death unconfired
AUSTRALIA,Sunshine Beach,Surfing,N,"1.5 m [5'] ""whaler shark"""
AUSTRALIA,Paramatta River (near Sydney),Kayaking,N,C. leucas tooth fragment recovered from kayak
AUSTRALIA,Just north of Fingal Spit,Surfing,N,"Tiger shark, 3 m [10']"
AUSTRALIA,Collie River ,Swimming,N,Unknown
SOUTH AFRICA,Durban Harbor,Fishing,N,Zambesi shark?
BRAZIL,Candeias,Swimming,Y,Unknown
SOUTH AFRICA,Mtunzini,Surf skiing,N,Unidentified
USA,"Olowalu, Maui",Snorkeling,N,"Tiger shark, 1.8 m [6']"
AUSTRALIA,"Honeycombs, 250 km south of Perth",Surfing,N,Unknown
AUSTRALIA,"Flat Rock Beach, Lennox Head",Surfing,N,Bronze whaler shark
USA,"Kapalua, Maui",Surfing,N,Unknown
AUSTRALIA,"Leighton Beach, south of North Cottesloe",Surf-skiing,N,Unknown
SOUTH AFRICA,Salt Rock ,Kite-Boarding,N,"Mako shark, 2 m [6.75']"
AUSTRALIA,200 miles offshore,Snorkeling,N,Bronze whaler shark?
MEXICO,Ixtapa,Body surfing,N,"Tiger shark, 1.8 m [6']"
AUSTRALIA,"Moreton Bay, NE of Brisbane ",,N,4 m [13'] white shark
USA,"Ponce Inlet, Volusia County","Surfing, fell off surfboard & stepped on the shark.",N,4' shark
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unknown
USA,"2 miles off Pompano Beach, Broward County",Wreck / Technical diving,Y,Questionable incident - shark bite may have precipitated drowning
USA,A quarter mile north of Fort Pierce Inlet,Boogie boarding,N,2' to 3.5' shark
USA,"North Topsail Beach, Onslow County",Surfing,N,Unknown
UNITED KINGDOM,"Blue Planet Aquarium, Ellesmere Port",Diving,N,12' sandtiger shark
USA,"Everglades National Park, Monroe County",Fishing,N,Unknown
USA,"Key Biscayne, Dade County",Walking in shallows,N,Unknown
USA,"Waites Island, Horry County",Swimming,N,Shark involvement not confirmed
USA,"Avon, Hatteras Island, Outer Banks, Dare County",Swimming ,Y,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.
USA,"Avon, Hatteras Island, Outer Banks, Dare County",Swimming,N,A large white shark was filmed by divers on a local wreck 2 days prior to the incident.
USA,"Mayport Naval Station, Jacksonville, Duval Country",Wading,N,1.5 m [5'] shark
USA,"Sandbridge Beach, Princess Anne County",Swimming ,Y,bull shark
BAHAMAS,North of Grand Cay,Spearfishing,N,3 m [10'] bull shark
USA,"Coquina Beach, Anna Maria Island, Manatee County",Standing,N,Unknown
USA,"New Smyrna Beach, Volusia County",Wading,N,Unknown
USA,"New Smyrna Beach, Volusia County",Boogie Boarding,N,Unknown
USA,"New Smyrna Beach, Volusia County",Boogie Boarding,N,Unknown
USA,"Daytona, Volusia County ",Surfing,N,a small shark
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unknown
USA,"Wilbur-by-the-Sea, Volusia County",Surfing,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,Possibly  a blacktip or spinner shark
USA,"New Smyrna Beach, Volusia County",Surfing,N,"3' shark, possibly  a blacktip or spinner shark"
USA,"New Smyrna Beach, Volusia County",Surfing,N,"Blacktip shark, 5' to 6'"
BAHAMAS,"High Rock, 25 to 30 miles east of Freeport",Spearfishing,N,1.9 m [6.5'] bull shark
THAILAND,Laem Mae Pim Beach,Fell off banana boat,N,3 m [10'] shark
USA,"Near 70th Avenue, Myrtle Beach, Horry County",,N,Unknown
BAHAMAS,Freeport,Swimming,N,Unknown
ITALY,Rimini,Fishing,N,Unknown
USA,"Myrtle Beach, Horry County",,N,Unknown
USA,"Taverniier, Monroe County",,N,Unknown
USA,"Marathon , Monroe County",,N,Nurse shark
USA,Chatham Island,Fishing,N,"Mako shark, 14'"
USA,"Santa Rosa Island, Escambia County",Surfing,N,Unknown
USA,"Amelia Island, Nassau County",Boogie boarding,N,0.9 m  [3'] shark
MEXICO,Ensenada,Surfing,N,Unknown
USA,Gulf Islands National Seashore,Swimming,N,"Bull shark, 2.3 m [7.5']"
USA,"Isle of Palms, Charleston County ",,N,Unknown
USA,"Jekyll Island, Glynn County",Floating face-down in knee-deep water,N,Unknown
USA,Padre Island National Seashore,Swimming,N,1.5 m [5'] shark
USA,Catalina Island,Spearfishing,N,"White shark, 2.4 m to 3 m [8' to 10']"
AUSTRALIA,Lord Howe Island (island group 440 miles northeast of Sydney),Hiking on the beach,N,Shark involvement prior to death was not confirmed
USA,"Off 21st Avenue, Isle of Palms, Charleston County",Wading,N,2' shark
USA,Galveston Island,,N,Unknown
USA,"Coligny Beach, Hilton Head, Beaufort County",Swimming,N,1.2 m to 1.5 m [4.5' to 5'] shark
USA,"Fripp Island, Beaufort County",Swimming,N,Unknown
MADAGASCAR,Shipwrecked Ferry M/V Samsonnette,,N,Shark involvement prior to death was not confirmed
SOUTH AFRICA,East London,Surfing,N,"White shark, 2.7 m to 3 m [9' to 10']"
AUSTRALIA,Noraville,Surfing,N,Unknown
USA,"Jacksonville, Duval County",Surfing,N,1.2 m to 1.5 m [4' to 5'] shark
USA,"New Smyrna Beach, Volusia County",Boogie boarding,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,Possibly a juvenile blacktip or spinner shark
USA,"Waveland Beach, Hutchinson Island, St Lucie County",,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,Unknown
USA,"New Smyrna Beach, Volusia County",Surfing,N,Possibly a juvenile blacktip or spinner shark
USA,"New Smyrna Beach, Volusia County",Body boarding,N,Possibly a juvenile blacktip or spinner shark
USA,"New Smyrna Beach / Waveland, Volusia County",Surfing,N,Possibly a 1.5 m [5'] blacktip or spinner shark
USA,"New Smyrna Beach, Volusia County",Surfing,N,Possibly a juvenile blacktip or spinner shark
USA,"New Smyrna Beach / Waveland, Volusia County",Surfing,N,Unknown
USA,"Ewa Beach, O'ahu",Surfing,N,"1 m shark, possibly whitetip reef shark"
USA,"New Smyrna Beach, Volusia County",Surfing,N,Possibly a juvenile blacktip or spinner shark
SOUTH AFRICA,Cape St. Francis,Surfing,N,"White shark, 2.7 m [9']"
AUSTRALIA,Bronte Beach,Snorkeling,N,Wobbegong shark
USA,"Bethune Beach, south of New Smyrna Beach, Volusia County",Standing alongside surfboard,N,"""small shark"""
BRAZIL,"Praia de Camapum, Macau",Batin,N,Unknown
AUSTRALIA,Nambucca River Entrance,Surfing,N,Bronze whaler shark
USA,"Sandy Beach, Oahu",Body-boarding,N,Unknown
USA,"Coral Cove Park, Jupiter Island, Martin County",Surfing,N,"Spinner shark, 1.2 m to 1.5 m [4' to 5']"
BRAZIL,Nova Vicosa,Attempting to catch a crocodile,N,Shark involvement not confirmed
BRAZIL,"Boa Viagem Beach, Recife",Swimming,Y,Unknown
CARIBBEAN SEA,Between St. Maarten & Anguilla,Sinking of the 40' Esperanza off St. Maartin with 36 refugees on board,Y,"Tiger shark, 8'"
AUSTRALIA,Albany (incident took place 200 metres from swimmers),Fishing for whiting,N,"White shark, 5 m [16.5']"
MALAYSIA,Pulau Pangkor (Pangkor Island),Unknown,N,Shark involvement prior to death was not confirmed
AUSTRALIA,Broome Head,Surfing,N,"Bronze whaler shark, 2.5 m [8.25']  k"
AUSTRALIA,South West Rocks,Kayaking,N,5 m shark
CUBA,Off Blau Costa Verde resort,Swimming,N,2 m [6.75'] shark
AUSTRALIA,Adelaide,Fishing,N,"White shark, 4.3 m [14']"
USA,"Sunset Cliffs, San Diego",Surfing,N,"1.8 m to 2.4 m [6' to 8'] ""black finned shark"""
NEW ZEALAND,Sandy Bay/Whananaki,Kayaking,N,White shark
AUSTRALIA,Flinders Cay,Scuba diving,N,Unknown
FIJI,Garden Island Resort,Swimming back from anchored sailboat,Y,6 m [20'] shark
AUSTRALIA,"3 km off Port Victoria, Yorke Peninsula",Fishing for whiting,N,"White shark, 4.5 m [14'9""]"
CANADA,Bay of Fundy,Diving for sea urchins,N,"Porbeagle shark, 3 m [10']rk"
AUSTRALIA,"Sykes Reef, Great Barrier Reef",Spearfishing,N,"Bronze whaler shark, 2.5 m [8.25']"
NEW ZEALAND,"Arorangi, Rarotonga",Surfing,Y,Unknown
AUSTRALIA,Orpheus Island,Diving (shell maintenance),N,"Tiger shark, 4 m"
AUSTRALIA,Ceduna,Shipwrecked,N,Shark involvement not confirmed
USA,"Bonita Springs, Lee County",Swimming,N,1.2 m to 1.8 m [4' to 6'] shark
USA,"Vaughn Beach, Flagler County",Walking,N,Invalid
AUSTRALIA,"Cottesloe Beach, Perth",Swimming,N,"White shark, 4.9 m [16']"
AUSTRALIA,"Cottesloe Beach, Perth",Swimming,Y,"White shark, 5 m [16.5']"
USA,"1/4 to 1/2 m north of the jetty at Bunkers, Eureka, Humboldt County",Surfing,N,"White shark, 2.4 m to 3 m [8' to 10']"
AUSTRALIA,Peel Island,Fishing ,N,White shark
USA,"Fort Pierce Inlet State Park, St Lucie County",Surfing,N,Unknown
USA,Olowalu,Swimming / snorkeling,N,"Tiger shark, 1.8 m to 2.4 m [6' to 8']"
USA,"South Beach, Sebastian, Indian River County",Swimming,N,Unknown
USA,"Lake Worth Inlet/West Palm Beach, Palm Beach County",Surfing,N,2.1 to 2.4 m [7' to 8'] shark
USA,"New Smyrna Beach, Volusia County",Surfing,N,"Blacktip shark, 2'"
USA,"New Smyrna Beach, Volusia County",Body surfing,N,Unknown
