Country,Location,Activity,Fatal Y/N,Species,Latitude,Longitude
USA,"New Smyrna  Beach, Volusia County",Surfing,N,Unknown,29.0258132,-80.9271271
SOUTH AFRICA,Aston Bay,Fishing for sharks,N,"Raggedtooth shark, 2.5m",-34.0792865,24.9072224
USA,"Mavericks, Half Moon Bay, San Mateo County",Surfing,N,Unknown,37.4689679,-122.4325445
USA,"Ocean Beach, San Francisco, San Francisco County",Surfing,N,12' to 14' white shark,37.7561513,-122.510185
USA,"Ponce de Leon Inlet, Volusia County ",Wading,N,2' to 3' shark,40.29867,-83.06797
SOUTH AFRICA,Uilenkraalsmond (near Gansbaai),Standing / Surfing,N,3 m shark,-29.0,24.0
USA,"Klamath River mouth, Del Norte County",Surfing,N,White shark,41.74496,-123.95781
USA,"Salmon Beach, Sonoma County",Surfing,N,18' white shark,38.3387284,-123.0681497
GRAND CAYMAN,Jack McKenney's Canyon,Scuba diving,N,Caribbean reef sharks,19.32281,-81.2487
SOUTH AFRICA,"Sunny Cove, Fish Hoek",Surf-skiing,N,White shark,-34.1443201,18.4371496
AUSTRALIA,Arakoon's Little Bay,Surfing,N,"Tiger shark, 3 m",-33.97899,151.24299
AUSTRALIA,Kangaroo Island,Surfing,N,14' to 16' white shark,-35.8182635,137.1566125
AUSTRALIA,"Scarborough Beach, Perth",Surfing,N,Bronze whaler shark,-31.92612,115.8500748
USA,"Tigertail Beach, Collier County",Surfing,N,Shark involvement not confirmed,26.09924,-81.38097
AUSTRALIA,"Park Beach, Coff's Harbour",Standing,N,Unknown,-30.2818,153.1346
AUSTRALIA,"Fishery Bay, Eyre Peninsula",Surfing,N,4 m [13'] white shark,-34.8617647,135.6835971
THAILAND,On deck of fishing trawler 100 nautical miles offshore,Removing shark from net,Y,"2 m [6.75'] shark, 200-kg shark T",15.5,101.0
AUSTRALIA,Glenelg ,Scuba diving,Y,White shark,-34.9803673,138.5143342
USA,"Scripps, LaJolla, San Diego County",Surfing,N,juvenile white shark,33.0282,-116.77021
USA,"6th Avenue North, Myrtle Beach, Horry County","Boogie boarding, kicked at object in the water",N,Shark involvement not confirmed,33.690249,-78.8849034
USA,"34th Avenue North, Myrtle Beach, Horry County",Swimming,N,Possibly a sandbar shark or small blacktip shark,33.7127003,-78.859893
USA,Crystal Beach (east of Galveston),Walking,N,Unknown,29.45718,-94.63964
SOUTH AFRICA,"Milnerton Lagoon, Cape Town",,N,Shark involvement prior to death was not confirmed,-33.8788158,18.489867
USA,"Carolina Beach off Texas Avenue, New Hanover County",Surfing,N,1.8 m [6'] shark,34.18141,-77.86561
Seychelles,Off North Island,Fishing,N,Invalid,-4.86667,53.38333
USA,"Off Zelda Boulevard, Daytona Beach, Volusia Countyy",Wading,N,Unknown,39.76,-98.5
USA,"Quarter mile south of Ponce de Leon Inlet, Volusia County",Surfing,N,Shark involvement not confirmed,40.29867,-83.06797
CHINA,"Ocean World, Changfeng Park",Scuba diving in aquarium tank,N,3.5 m [11.5']shark,35.0,105.0
USA,"Holden Beach, Brunswick County",Swimming,N,[4.5' to 5'] shark,33.9135061,-78.3038892
USA,"Port Bolivar, Galveston County",Holding onto an inflatable boat,N,[4' to 5'],29.3799791,-94.7645679
USA,"Boca Grande, Lee County",Standing,N,Unknown,26.7489586,-82.262039
USA,"Destin, Walton County",Swimming with boogie board,Y,1.8 m [6'] bull shark,30.3787127,-86.3403468
VANUATU,Atchin Island off Malakula,Swimming,Y,"On 8/13/2005 anglers from New Zealand caught a 2.8 m [9'3""], 140-kg [309-lb] shark at the same spot. It was believed this was the same shark that killed Alysha",-16.25,167.5
MEXICO ,San Luis beach,Surfing,N,Unknown,23.0,-102.0
USA,"Howard E. Futch Memorial Park at Paradise Beach, Brevard County",Swimming,N,"Unknown, but it was reported that a shark tooth was recovered from the wound",28.30031,-80.70121
SOUTH KOREA,Dando/Kaeui Island ,Diving,N,3 m [10'] white shark,36.5,127.75
USA,"Surf City, Long Beach Island, Ocean County",Surfing,N,"Mr. Burgess of ISAF announced the injury was the bite of a 1.8 m [6'], 2- to 3-year old white shark. Subsequent investigation revealed there was  no shark involvement in this incident",39.6598,-74.1708
USA,"Mustang Island, Corpus Christi",Wading,N,Unknown,27.739476,-97.1316551
USA,"Sand Key Beach, Clearwater, Pinellas County",Crouching in 2' of water,N,"18"" to 36"" shark",27.9535055,-82.8283026
SOUTH AFRICA,Kei River Mouth,Surfing,N,Raggedtooth shark,-29.0,24.0
AUSTRALIA,50 km east of Townsville,Spearfishing,N,Blacktip shark,-34.7900975,138.6569264
USA,"North Kihei, Maui",Kayaking,N,"Tiger shark, 8' to 9'",20.75548,-156.45446
USA,Off Sullivans Island,Sea Disaster,N,Unknown,32.76323,-79.83675
USA,"Noreiga's, Maui",Surfing,N,"Tiger shark, 3 m [10']",36.74432,-94.529129
AUSTRALIA,Bermagui,Fishing,N,"Mako shark, 1.5 m [5']",-36.4278621,150.0773955
AUSTRALIA,Crookhaven,,N,Unknown,-34.8984154,150.7678458
AUSTRALIA,Bremer Island,Spearfishing,N,2 m [6.75'] copper shark,-12.1067545,136.809181
AUSTRALIA,Bronte Beach,Surfing,N,Bronze whaler shark,-33.9036232,151.2682923
USA,"Crescent Beach, Sarasota County",Wading,N,1.8 m [6'] blacktip shark,27.2550518,-82.5402641
USA,"Isla Blanca Park, South Padre Island, Cameron County",Surfing,N,Unknown,26.0713946,-97.1587384
HONDURAS,Utila,SCUBA Diving,N,Shark involvement not confirmed,16.1005116,-86.8949856
VENEZUELA,Punta Caracas,Surfing,N,Unknown,10.9583101,-64.179035
AUSTRALIA,"Wreck Point, Abrolhos Islands",Snorkeling,Y,6 m [20'] white shark,-25.0,135.0
USA,"Albuquerue Aquarium, Albuquerue",Diving in aquarium display tank,N,"Sandtiger shark, 2.1 m [7']",35.084491,-106.651137
SOUTH AFRICA,Isipingo,,N,Invalid,-29.9847222,30.9208333
NEW ZEALAND,"Waiapu River mouth , East Cape",Fishing,N,"Bronze whaler shark, 4.3 m [14']",-38.65,178.0
AUSTRALIA,Brisbane River,Swimming,N,Bull shark,-27.1609698,152.5361974
USA,"Long Key, Monroe County",Spearfishing,N,"Nurse shark, 3'",24.819859,-80.821734
USA,"Rocky Point, north shore of O'ahu",Surfing,N,"Tiger shark, 2.4 m [8']",38.634457,-75.558244
BRAZIL,Ilhéus,Surfing,N,Unknown,-14.792599,-39.0453843
CUBA,Uvero,Swimming,N,3 m [10'] shark,19.9486401,-76.5888215
AUSTRALIA,Port Phillip Bay,Spearfishing,N,3 m shark,-38.1046482,144.7798547
AUSTRALIA,Blairgowrie,Attempting to drive shark away from sailing regatta,N,"Bronze whaler shark, 2 m to 3 m [6.75' to 10']",-38.3687445,144.7722682
NEW ZEALAND,Taupiri Bay,Fishing from a kayak,N,White shark,-35.2813255,174.295392
SRI LANKA,Pasikudha,"Swept out to sea by the tsunami, she clung  to a log for 24 hours",N,No shark involvement,7.75,80.75
AUSTRALIA,"West Beach, Adelaide",Scurfing (surfboard being  towed behind a boat),Y,4.5 m & 5 m white shark,-34.9451586,138.5091364
AUSTRALIA,Opal Reef,Spearfishing,Y,Bull shark,-16.2251061,145.8979183
SOUTH AFRICA,Gonubie,Playing,N,Raggedtooth shark,-32.9436088,28.0132812
SOUTH AFRICA,"Fish Hoek, False Bay",Swimming,Y,6 m [20'] white shark,-27.97768,32.39786
VANUATU,Malakula (Malakula Island),Snorkeling,N,Unknown,-16.25,167.5
CUBA,Santa Lucia,Diving,N,2.5 m [8.25'] bull shark,21.3853496,-77.1671183
NEW ZEALAND,Whangarei,,N,Invalid,-35.7275268,174.3194202
SOUTH AFRICA,Gansbaai,Chumming for white sharks,N,2 m [6.75'] white shark,-34.582778,19.352222
AUSTRALIA,Stockton Beach,Surfing,N,"Bronze whaler shark, 2.4 m [8']",-32.8441548,151.8657145
USA,"Limantour Beach, Point Reyes National Seashore",Surfing,N,1.8 m to 2.4 m [6' to 8'] white shark,38.05501,-122.87973
USA,Moloka'i,Spearfishing,N,"Tiger shark, 2.4 m to 3.7 m [8' to 12']",21.1631647,-157.0482432
SOUTH AFRICA,Jeffrey’s Bay,Surfing,N,"Raggedtooth shark, 1.5 to 2 m [5' to 6.75']",-34.0511596,24.9193903
REUNION,"P' tit Paris, Saint-Pierre",Body boarding,N,Thought to involve a 2.5 m bull or tiger shark,-21.3393,55.47811
USA,"Pismo Beach, San Luis Obispo County",Surfing,N,Unknown,35.1427436,-120.641288
USA,"Lifeguard Tower 16, Huntington Beach, Orange County",Surfing,N,Unknown,33.6603,-117.99923
USA,Gold  Beach,Surfing,N,White shark,42.4074459,-124.4217418
BRAZIL,"Pina, Recife",Swimming,Y,Unknown,-8.0963033,-34.8946884
USA,"North of Apache Pier, Myrtle Beach, Horry County",Jumping,N,2.4 m [8'] shark,33.68906,-78.88669
USA,"New Smyrna Beach / Cape Canaveral  National Seashore, Brevard County",Walking,N,Unknown,28.78627,-80.75415
USA,"204s, San Clemente, Orange County",Surfing,N,0.9 m to 1.2 m [3' to 4'] white shark,33.4270275,-117.6124179
USA,"Kibesillah, Mendocino County",Diving,Y,4.9 m to 5.5 m [16' to 18'] white shark,39.5901611,-123.7777947
USA,"Big Bayou, St. Petersburg, Pinellas County ",Swimming,N,1.2 m [4'] shark,27.7403213,-82.6343022
SOUTH AFRICA,Park Rynie,Fishing,N,3 m to 4 m [10' to 13']  white shark,-30.3225,30.7377778
USA,"Cocoa  Beach, Brevard County",Surfing,N,Unknown,28.3184107,-80.6094959
RUSSIA,"Kunashir Island, 70 km from northern Japan",Diving & fishing with net,N,White shark,60.0,100.0
USA,Galveston Island,Swimming,N,1.2 m to 1.5 m [4' to 5'] shark,29.2221833,-94.90881
USA,"Bryan Beach, Brazoria County",Wading / fishing & carrying a bag of fish,N,Bull shark,28.8833061,-95.3785523
AUSTRALIA,"7 km off Trigg surf beach, Perth",Fishing,N,4 m [13'] white shark,-36.1956657,150.1280654
JAPAN,Susami,Fishing for squid aboard the trawler Shikishima-Maru when the shark leapt into the boat,N,"Longfin mako shark, 3.5 m [11.5'], 350-kg [772-lb]",33.5507649,135.4946824
AUSTRALIA,"Lefthanders Beach, Margaret River",Surfing,Y,"2 sharks, 4.5 m & 3 m",-33.9536,115.07391
EGYPT,The lagoon at Dahab,Snorkeling,N,"""black tipped"" shark",28.50098,34.51338
USA,"Gulf Shores Beach, Baldwin County",Wading,N,4' to 5' shark,30.66097,-87.74984
USA,"Disney / Vero Beach, Indian River County",In water with diving seabirds,N,Unknown,27.7604323,-80.3961642
USA,"Pirate's Beach, Galveston Island",Wading,N,0.9 m to 1.5 m [3' to 5'] shark,29.22218,-94.90881
USA,"Salmon Creek, Sonoma County",Surfing,N,2.4 m to 3.7 m [8' to 12'] shark,38.350472,-123.0622242
USA,St. Augustine  St. Johns County,Swimming,N,Shark involvement not confirmed,29.8946952,-81.3145395
USA,Channel between South Padre Island & Padre Island National Seashore,Tandem surfing,N,"Mako shark, 1.8 m [6']",26.10369,-97.16469
BRAZIL,Piedade ,Swimming,Y,Unknown,-22.8926665,-43.3110001
AUSTRALIA,"Latitude Reef, near Forster",Diving,N,"Wobbegong shark, 1.2 m [4'] k",-32.18136,152.51715
NEW ZEALAND,Motunui,Fishing,N,"White shark, 5.5 m [18']",-38.9942871,174.2970349
 TONGA,30 nautical miles offshore,Five men on makeshift raft after their 10 m fishing boat  capsized and sank in rough seas. Survivors rescued after  7.5 hours in the water,Y,small sharks,-20.0,-175.0
SOUTH AFRICA,"Surfers' Corner, Muizenberg, False Bay",Surfing,N,5 m [16.5'] white shark,-27.97768,32.39786
USA,Velzyland,Surfing,N,Shark involvement prior to death was not confirmed,21.67569,-158.0397
USA,"Stuart Rocks, Martin County",Surfing,N,1.2 m [4'] bull shark,27.08157,-80.39851
REUNION,Spot de la gare,Surfing,N,2.5 m shark,-21.10084,55.60344
USA,Punaluu,Snorkeling,N,1.8 m [6'] shark,19.1376875,-155.5041123
NEW ZEALAND,Te Arai Point,Spearfishing,N,Bronze whaler shark,-34.8321283,173.4237642
USA,"Kalihiwai Beach, Kauai",Surfing,N,"Tiger shark, 2.4 m to 3 m [8' to 10']",22.2166272,-159.4267246
AUSTRALIA,5 nm off Cervantes,Spearfishing,N,"Bronze whaler shark, 1.5 m [5']",-27.4404392,153.0398784
NEW ZEALAND,South Beach,Surfing,N,2 m [6.75'] sevengill  shark,-42.4942851,171.1742496
AUSTRALIA,"Taree, Old Bar Beach",Swimming,N,Unknown,-31.9652,152.5846
AUSTRALIA,"Fido's Reef, 300 m east of Cook Island. Cook Island is 2 miles from Tweed Heads, Gold Coast",Free diving & spearfishing,N,Shark involvement not confirmed,-28.1829355,153.5430945
EGYPT,"Coral Bay, Sharm-el-Sheikh",Snorkeling,Y,Unknown,27.9296631,34.3698811
AUSTRALIA,Caves Beach,Snorkeling,N,"60 cm [23.6""] blind or brown shark",-33.1122864,151.6449973
AUSTRALIA,Binningup,Scuba diving,N,4 m to 5 m [13' to 16.5'] white shark,-33.1491325,115.6972499
URUGUAY,Ensenada de la Coronilla,Surfing,N,Possibily a  1.5 to 2 m sandtiger shark,-33.89671,-53.51749
NEW ZEALAND,90 Mile Beach,Boogie boarding,N,Shark involvement doubtful,-36.630362,174.755108
VENEZUELA,"Santa Cruz Beach, Mochima National Park, 250 km from Caracas",Spearfishing,N,"Bull shark, 132-kg [291-lb]",10.48801,-66.87919
SOUTH AFRICA,Ballito,Surf skiing,N,"Mako shark, 3 m to 4 m [10' to 13']",-29.543864,31.214517
AUSTRALIA,Bushrangers Pass at Bass Point,Diving,N,"Raggedtooth shark, 3.5 m [11.5']",-34.5828778,150.8635765
SOUTH AFRICA,"West Beach, Port Alfred",Surfing,N,Raggedtooth shark,-33.608231,26.8908375
NEW ZEALAND,"Whiritoa, Eastern Cormandel",Kayaking (returning from spearfishing),N,Invalid,-42.0,174.0
EGYPT,Off Sharm El-Sheikh,Air disaster. Flash Airlines Boeing 737 crashed into the Red Sea,Y,Unknown,27.91582,34.32995
AUSTRALIA,Redgate Beach,Surfing,N,Unknown,-34.0433233,115.0014821
SOUTH AFRICA,Salt Rock ,,N,Shortfin mako shark,-29.502072,31.237079
USA,"Miami, Dade County",Swimming,N,Questionable Incident,25.7741728,-80.19362
AUSTRALIA,Collendina Beach east of Ocean Grove,Surfing amid a shoal of sharks,N,Unknown,-33.7373798,151.3041287
AUSTRALIA,Perth? (Margaret River District),Swimming,N,"Wobbegong shark, 1.2 m [4']",-31.95224,115.8614
SOUTH AFRICA,Sodwana,Spearfishing,Y,"Tiger shark, 4 m [13']  ?",-27.539924,32.6756209
INDIA,"Mahabalipuram beach, 37 km south of Chennai",Swimming or surfing,N,Tiger shark?,13.08784,80.27847
USA,"South Jetty, New Smyrna Beach, Volusia County",Surfing,N,Unknown,29.02582,-80.927
EGYPT,"Sha’ab Mahmud, Ras Mohamed Park",Snorkeling,N,2.5 oceanic whitetip shark,27.0,30.0
SOUTH AFRICA,Karridene,Surf skiing,N,White shark,-30.1247222,30.8463889
AUSTRALIA,"Seal Rocks, north of Newcastle",Standing,N,Unknown,-32.4329683,152.522871
USA,"Ponte Vedra Beach, St. Johns County",Surfing,N,1.2 m to 1.5 m [4' to 5'] shark,30.2396865,-81.3856384
AUSTRALIA,"Lighthouse Beach, Seal Rocks",Surfing,N,"1.5 m [5'] shark, either a bronze whaler or a grey nurse shark",-32.4442517,152.5260782
USA,"Tunnels surf break off Makua Beach, Kaua'i",Surfing,N,"Tiger shark, 14'",20.927488,-156.366755
USA,Near Patrick Air Force Base Brevard County,Surfing,N,1.2 m [4'] shark,28.23809,-80.6079
USA,Palm Beach?,Swimming to shore from boat or kayak,Y,Shark involvement prior to death was not confirmed,26.6279798,-80.4494174
USA,"Stuart Park Beach, Martin County",Surfing,N,Unknown,27.08157,-80.39851
USA,"Crawford Road beach approach at New Smyrna Beach, Volusia County",Sitting on surfboard,N,Unknown,29.02582,-80.927
USA,"Cove Beach / Kalama Beach, Kihei, Maui",Wading near a fishing net,N,"1.2 m [4'] ""grey-colored shark""",20.75548,-156.45446
FIJI,Welagi coastal reef off Drekeniwai,Wading to shore from his boat,Y,Unknown,-18.0,178.0
USA,"North Hutchinson Island, St. Lucie Couny",Surfing,N,Unknown,39.76,-98.5
SOUTH AFRICA,Melkbosstrand,Fishing ,N,2 m cow shark,-33.722222,18.445833
USA,"Bathtub Reef Beach, Martin County",Swimming,N,Shark involvement doubtful,27.08157,-80.39851
USA,"Daytona Beach, Volusia County ",Body boarding,N,6' shark,29.2108147,-81.0228331
USA,1.5 miles off Surfside ,Fishing,N,1.2 m [4'] bull shark,25.87843,-80.1256
USA,"Avila Beach, San Luis Obispo County","Swimming, wearing black wetsuit & swim fins",Y,4.5 m to 5.5 m [15' to 18'] white shark,35.1799752,-120.731841
USA,"Venice Beach, Los Angeles County",Swimming,N,Shark involvement not confirmed,33.9799601,-118.468771
AUSTRALIA,Nhulunbuy,Surf skiing,N,Unknown,-12.1804346,136.7759913
BAHAMAS,Bakers Bay,Spearfishing,N,Unidentified species,25.04082,-77.37122
USA,"Canova Beach, Brevard County",Surfing,N,1.5 m to 1.8 m [5' to 6'] shark,28.1336985,-80.5785323
BAHAMAS,10 miles west of Walker’s Cay,Spearfishing,N,2.1 m  [7'] bull shark,27.26112,-78.40264
FRENCH POLYNESIA,Moorea,Spearfishing,N,Unknown,-17.533306,-149.8386006
USA,St Augustine Beach. St. Johns County,Surfing,N,106 cm [3.5']  shark,29.8508613,-81.2716634
USA,"Makua Beach, Oahu",Swimming with pod of dolphins,N,3.7 m to 4.3 m [12' to 14'] shark,38.882352,-105.937359
USA,"Pawleys Island, Georgetown County",Swimming,N,Shark involvement not confirmed,33.4293486,-79.1215912
USA,"Coral Cove Park, Jupiter Inlet, Palm Beach County",Surfing,N,Unknown,26.94478,-80.07199
USA,Between Magic Sands Beach and Kahaluu Beach on the Kona coast,Swimming,N,1.8 m [6'] reef shark - or a 2.1 m to 2.4 m [7' to 8'] grey-colored shark,47.821939,-122.506271
PHILIPPINES,Limay,,N,White shark,14.5625242,120.5949559
BRAZIL,"Copacabana Beach, Rio de Janiero",Killing  sharks,N,Unknown,-10.0,-55.0
BRAZIL,"Pau Amarelo Beach, Paulista District (17 km from Recife)",Surfing,N,Bull shark,-7.94083,-34.87306
USA,"Melbourne Beach, Brevard County ",Surfing,N,Unidentified species,28.0684067,-80.5607951
USA,"Shepard Park, Cocoa Beach, Brevard County ",Surfing,N,Unidentified species,28.3581532,-80.6070489
USA,"Sunglow Pier, Daytona Beach Shores, Volusia County",Surfing,N,0.9 m to 1.2 m [3' to 4'] shark,29.17609,-80.98283
USA,"New Smyrna Beach, Volusia County  ",Jumping,N,A “small” shark,29.0258132,-80.9271271
USA,"North Beach, Patrick AFB, Brevard County",Surfing,N,Unidentified species,28.23809,-80.6079
VENEZUELA,"El Yaqu, Isla de Margarita",Surfing,N,"Mako shark, 3 m [10']",10.98705,-63.93568
USA,"Petting Tank, Florida Aquarium, Tampa, Hillsborough County",Petting captive sharks,N,60 cm [2'] captive shark,27.94752,-82.45843
NEW ZEALAND,East side of Bench Island in the Foveaux Strait,Scuba diving,N,2.5 m [8.25'] white shark,-46.58333,168.0
AUSTRALIA,"Goolwa Beach, Fleurieu Peninsula",Wading,N,"""a small shark""",-35.5368314,138.8254815
AUSTRALIA,"Coogee Bay, near Sydney",Swimming,N,Thought to involve a 2 m [6.75'] grey nurse shark,-33.86785,151.20732
AUSTRALIA,Burleigh Lake on the Gold Coast,Swimming,Y,Thought to involve a >2 m [6.75'] bull shark,-28.00029,153.43088
COSTA RICA,Playa Tamarindo ,Surfing,N,"Bull shark, 7'",10.3008535,-85.8415482
AUSTRALIA,Left break at the ‘Hot Spot’ at Sheringa Beach,Surfing,N,"Bronze whaler shark, 2.5 m [8.25']",-33.88405,135.18631
AUSTRALIA,Great Barrier Reef  (near Upolu Bay),Snorkeling,N,Reported to involve a hammerhead shark,-20.2811573,148.6963422
SOUTH AFRICA,Scarborough,Snorkeling,N,"White shark, 4 m white shark",-34.1974341,18.3755305
AUSTRALIA,Depth of 40 m on the wreck of the St. Paul off Brisbane,Scuba diving,N,"Wobbegong shark, 1m",-27.46794,153.02809
AUSTRALIA,Golden Beach,Swimming,N,"Shark involvement not confirmed, injury may be due to a stingray",-26.8156844,153.1197588
AUSTRALIA,Miami Lake,Swimming,Y,Bull shark,-28.0769011,153.4359567
MICRONESIA,"Pision Reef, Truk",Scuba diving,N,Blacktip shark,7.454,151.805
USA,Ka'anapali,Swimming,N,2.4 m to 3 m [8' to 10'] grey colored shark,20.9150196,-156.6952588
FRENCH POLYNESIA,Tetiaroa,"Fishing, standing in 2' of water",N,Unknown,-17.0162552,-149.5897766
USA,"Kama'ole Beach Park I, Kihei, Maui",Swimming,N,A “small” shark,20.75548,-156.45446
BRAZIL,"Piedade Beach, Jaboatão dos Guararapes City, Recife",Swimming,Y,Possibly a bull shark or tiger shark,-8.05389,-34.88111
USA,"Opposite main gate at Patrick Air Force Base, Cape Canaveral, Brevard County",Surfing,N,Unknown,28.40584,-80.60477
USA,"Kahala, O'ahu",Fishing from Surfboard,N,1.2 m [4'] blacktip shark,38.882352,-105.937359
TONGA,Swimming with humpback whales,Swimming,N,"Tiger shark, 1.5 m [5']k",-20.0,-175.0
USA,Cape Kiwanda,Boogie boarding or Surfing,N,2.4 m [8'] shark,45.2167126,-123.9803347
BRAZIL,"Piedade Beach, Jaboatão dos Guararapes City",Swimming,N,Bull or tiger shark,-8.11278,-35.01472
USA,"Hideaways Beach, Princeville, Kaua'i",Body boarding,N,Unknown,20.927488,-156.366755
SOUTH AFRICA,"Glencairn, False Bay",Surf skiing,N,White shark,-27.97768,32.39786
USA,"Kewalo Basin Channel, O'ahu",Surfing,N,"Tiger shark, 2.4 m to 3 m [8' to 10']",38.882352,-105.937359
USA,"Gulf of Mexico, 65 miles offshore from Mobile",Swimming,N,Unknown,30.761402,-88.07108
USA,"Ponce De Leon Inlet, Volusia County",Standing,N,Unknown,40.29867,-83.06797
UNITED KINGDOM,"Blue Planet Aquarium, Ellesmere Port",Diving,N,"Sandtiger shark, 3 m [10']",53.2621005,-2.8870029
USA,"100 miles off Ocean City, Maryland, in 7000' of water",Shark Fishing,Y,"Mako shark, 400-lb",33.967283,-118.034987
INDONESIA,"Shark caught in Indonesia, offloaded to trawler that docked at Samut Prakan, 20 miles south of Bangkok, Thailand",,N,Shark involvement prior to death was not confirmed,47.33333,13.33333
PAPUA NEW GUINEA,"Brooker Island , Calvados Chain",,N,Unknown,-6.0,147.0
PAPUA NEW GUINEA,"Gawa Reefs, Sudest Island",Attempting to retreive a dinghy,Y,Unknown,-11.51122,153.47778
USA,"Anini Beach, Kaua'i",Sitting on surfboard,N,"Tiger shark, 2.4 m to 2.7 m [8' to 9']",20.927488,-156.366755
USA,"South of Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,N,,29.02582,-80.927
SOUTH AFRICA,Off Mkhambati ,Snorkeling (filming the sardine run),N,1.5 to 2.5 m [5' to 8.25'] copper shark,-29.0,24.0
USA,"Stinson Beach, Marin County",Surfing,N,3.7 m to 4.3 m [12' to 14'] white shark,37.9008084,-122.6450801
USA,"St. George Island (near Apachicola), Franklin County",Floating on a raft,N,1 m  shark,29.65897,-84.87874
USA,"a pier at the end of Caxambas Drive, Marco Island ","Fishing, removing the shark from his line",N,3' blacktip shark,25.94121,-81.71842
